Sub_Area,price_list,built_year_list,floor_list,bedroom_list,bathroom_list,area_list,distance_to_transport_list,facilities_list
ราชเทวี,4600000,2017.0,4.0,1,1,27.0,270.0,10.0
พระราม 9,5900000,2018.0,15.0,1,1,35.04,330.0,10.0
ราชเทวี,4600000,2017.0,4.0,1,1,27.0,270.0,10.0
จันทรเกษม,2100000,2018.0,2.0,1,1,24.03,2030.0,10.0
พร้อมพงษ์,30300000,2015.0,8.0,3,3,114.0,250.0,3.0
พร้อมพงษ์,32500000,2012.0,20.0,3,3,145.0,530.0,7.0
บางนาเหนือ,2900000,2010.0,11.0,1,1,31.0,100.0,7.0
ทองหล่อ,13900000,2009.0,6.0,3,2,120.0,350.0,5.0
ทองหล่อ,18000000,1996.0,19.0,2,3,165.0,280.0,9.0
พร้อมพงษ์,9900000,2016.0,7.0,2,2,75.0,580.0,7.0
บางหว้า,3500000,2012.0,14.0,2,1,46.0,530.0,6.0
ห้วยขวาง,5990000,2014.0,4.0,2,1,75.0,840.0,7.0
พระราม 9,4090000,2016.0,15.0,1,1,33.0,450.0,8.0
ยานนาวา,9900000,2015.0,12.0,2,2,64.0,330.0,9.0
ราชพฤกษ์,3250000,2018.0,22.0,1,1,27.0,170.0,9.0
พร้อมพงษ์,33000000,2009.0,21.0,2,2,145.0,750.0,10.0
ทองหล่อ,35900000,2019.0,23.0,2,3,125.0,1600.0,10.0
ดินแดง,2400000,2012.0,6.0,1,1,29.0,560.0,5.0
พร้อมพงษ์,12400000,2010.0,18.0,2,2,95.0,500.0,4.0
พร้อมพงษ์,8200000,2013.0,8.0,1,1,47.0,420.0,8.0
สวนหลวง,2190000,2012.0,11.0,1,1,31.0,680.0,6.0
พระโขนงใต้,6900000,2013.0,19.0,1,1,45.0,200.0,7.0
อารีย์,8500000,2012.0,9.0,1,1,47.0,200.0,9.0
สุขุมวิท,5500000,2011.0,14.0,1,1,49.75,220.0,10.0
มักกะสัน,9140000,2015.0,16.0,2,1,45.0,160.0,7.0
บางโคล่,6890000,2017.0,32.0,2,1,60.0,1990.0,8.0
สามเสนนอก,4900000,2014.0,4.0,2,2,60.57,1200.0,5.0
สุขุมวิท,5690000,2012.0,4.0,1,1,41.85,480.0,7.0
สะพานควาย,3590000,2010.0,11.0,1,1,31.0,160.0,5.0
สามเสนนอก,4900000,2014.0,4.0,2,2,60.57,1200.0,5.0
ลุมพินี,13000000,2019.0,17.0,1,1,74.0,520.0,8.0
ประดิพัทธ์,5200000,2013.0,24.0,1,1,44.1,720.0,7.0
ทองหล่อ,6800000,2010.0,12.0,1,1,50.0,1650.0,5.0
สุขุมวิท,6490000,2020.0,18.0,1,1,35.0,1200.0,9.0
ดินแดง,9200000,2017.0,3.0,2,2,66.0,570.0,10.0
รัชดาภิเษก,2900000,2014.0,8.0,2,1,43.3,70.0,8.0
เพลินจิต,22000000,2017.0,16.0,2,2,61.55,120.0,10.0
พร้อมพงษ์,35000000,2012.0,19.0,3,3,189.39,700.0,5.0
พร้อมพงษ์,14500000,2012.0,16.0,2,2,67.0,400.0,7.0
บางบำหรุ,2100000,2011.0,26.0,1,1,46.9,1130.0,8.0
พร้อมพงษ์,14000000,2010.0,16.0,1,1,55.0,170.0,5.0
สุขุมวิท,17500000,2006.0,19.0,2,2,96.0,380.0,10.0
สุขุมวิท,7900000,2013.0,15.0,1,1,45.0,80.0,6.0
ชิดลม,43000000,2010.0,18.0,2,3,145.6,450.0,8.0
พญาไท,6500000,2010.0,33.0,1,1,43.0,300.0,10.0
ทองหล่อ,20490000,2021.0,10.0,1,1,55.0,140.0,10.0
ดินแดง,2850000,2019.0,2.0,1,1,29.0,530.0,10.0
รามคำแหง,5300000,2019.0,23.0,1,1,50.0,950.0,8.0
รัชโยธิน,5490000,2019.0,7.0,1,1,38.0,250.0,9.0
ทองหล่อ,18000000,2014.0,18.0,1,2,80.94,680.0,5.0
สุขุมวิท,21000000,2020.0,16.0,3,2,92.0,1200.0,9.0
พร้อมพงษ์,7900000,2009.0,16.0,1,1,52.0,330.0,7.0
สุรศักดิ์,5450000,2013.0,10.0,1,1,34.0,220.0,7.0
วัดท่าพระ,4700000,2018.0,22.0,1,1,35.0,200.0,8.0
พระโขนงใต้,2740000,2019.0,5.0,1,1,25.6,950.0,8.0
จันทรเกษม,3400000,2021.0,2.0,1,1,26.5,980.0,7.0
ดินแดง,2975000,2015.0,8.0,2,1,173.2,430.0,7.0
จันทรเกษม,2711000,2014.0,5.0,1,1,24.77,1470.0,7.0
บางกะปิ,2900000,2015.0,8.0,1,1,39.5,1150.0,8.0
พร้อมพงษ์,8540000,2017.0,17.0,1,1,47.0,530.0,10.0
ทองหล่อ,3600000,2009.0,14.0,1,1,38.0,350.0,5.0
พระราม 9,3700000,2014.0,3.0,1,1,39.89,390.0,6.0
ลุมพินี,7350000,2009.0,15.0,1,1,67.0,170.0,10.0
สามย่าน,7890000,2018.0,10.0,1,1,30.56,150.0,5.0
พระโขนงใต้,4700000,2017.0,12.0,1,1,47.0,530.0,5.0
ลุมพินี,7350000,2009.0,15.0,1,1,67.0,170.0,10.0
สะพานตากสิน,13000000,2012.0,12.0,1,1,62.73,510.0,6.0
เพชรรามา,7900000,2018.0,27.0,1,1,35.6,210.0,10.0
ห้วยขวาง,3120000,2017.0,18.0,1,1,25.0,260.0,9.0
บางค้อ,3100000,2015.0,17.0,1,1,32.0,130.0,9.0
จอมพล,2690000,2017.0,8.0,1,1,31.75,460.0,6.0
พร้อมพงษ์,10200000,2005.0,11.0,2,2,70.0,240.0,9.0
บางจาก,2100000,2014.0,4.0,1,1,35.0,1640.0,5.0
ลาดยาว,2850000,2019.0,11.0,1,1,26.64,1730.0,10.0
บางนาเหนือ,4950000,2017.0,21.0,2,1,47.0,540.0,8.0
บางกะปิ,2900000,2015.0,8.0,1,1,39.4,1150.0,8.0
บุคคโล,9000000,2018.0,19.0,2,2,72.71,490.0,10.0
พระราม 9,4500000,2014.0,8.0,1,1,30.69,220.0,10.0
พหลโยธิน,3290000,2018.0,20.0,1,1,30.0,160.0,10.0
พร้อมพงษ์,4300000,2009.0,20.0,1,1,35.0,600.0,8.0
เสนานิคม,2800000,2016.0,8.0,1,1,40.5,710.0,8.0
ลาซาล,2390000,2019.0,4.0,1,1,25.8,490.0,10.0
ถนนนราธิวาสราชนครินทร์,12000000,2016.0,34.0,2,2,66.0,740.0,9.0
ประดิพัทธ์,3900000,2013.0,15.0,1,1,39.26,720.0,7.0
อโศก,19500000,2018.0,20.0,2,2,86.0,360.0,8.0
วงศ์สว่าง,2190000,2016.0,15.0,1,1,26.0,140.0,5.0
จอมพล,2890000,2013.0,11.0,1,1,25.0,350.0,7.0
บางจาก,4000000,2018.0,6.0,1,1,30.0,430.0,9.0
สุขุมวิท,22500000,2014.0,11.0,3,3,104.0,220.0,7.0
เพลินจิต,5500000,2013.0,4.0,1,1,37.0,370.0,7.0
พร้อมพงษ์,12500000,2018.0,20.0,1,1,43.42,370.0,7.0
ประดิพัทธ์,3900000,2013.0,15.0,1,1,35.19,720.0,7.0
วงศ์สว่าง,3500000,2010.0,17.0,1,1,40.1,750.0,8.0
สุขุมวิท,5800000,2020.0,2.0,1,1,34.0,320.0,6.0
บางจากภาษีเจริญ,6500000,2014.0,15.0,2,1,45.0,200.0,8.0
จันทรเกษม,4350000,2013.0,9.0,2,1,47.0,670.0,7.0
สามเสนใน,2990000,2014.0,6.0,1,1,33.04,690.0,5.0
อารีย์,10950000,2011.0,14.0,2,2,73.0,260.0,6.0
พระราม 4,2580000,2015.0,9.0,1,1,30.0,270.0,6.0
พร้อมพงษ์,11500000,2012.0,6.0,1,1,70.0,700.0,5.0
บางกะปิ,6500000,2019.0,25.0,2,2,65.5,1780.0,10.0
สะพานตากสิน,26800000,2012.0,18.0,2,2,109.81,510.0,6.0
พร้อมพงษ์,5900000,2018.0,26.0,1,1,29.74,660.0,9.0
พร้อมพงษ์,40000000,1995.0,15.0,4,4,480.0,1300.0,6.0
พร้อมพงษ์,27000000,1996.0,8.0,3,4,261.0,600.0,4.0
สุขุมวิท,17000000,2006.0,19.0,2,2,96.0,380.0,10.0
ราชพฤกษ์,4500000,2017.0,16.0,2,1,51.0,570.0,8.0
ลุมพินี,19900000,2023.0,16.0,1,1,57.0,330.0,9.0
จอมพล,4150000,2017.0,19.0,1,1,30.0,880.0,10.0
มักกะสัน,5200000,2012.0,8.0,1,1,47.0,570.0,8.0
บางจาก,3590000,2020.0,25.0,1,1,28.0,180.0,10.0
ประดิพัทธ์,5350000,2013.0,5.0,2,2,65.0,720.0,7.0
คลองสาน,11000000,1994.0,3.0,2,2,114.36,1000.0,9.0
พร้อมพงษ์,22500000,2018.0,7.0,2,2,80.0,370.0,7.0
จอมพล,11800000,2018.0,16.0,2,2,61.0,460.0,10.0
หัวหมาก,5900000,2019.0,10.0,2,1,50.08,770.0,8.0
ห้วยขวาง,3500000,2019.0,7.0,1,1,32.0,1010.0,10.0
สีลม,7730000,2013.0,7.0,1,1,46.5,430.0,4.0
พร้อมพงษ์,9800000,1994.0,16.0,2,1,103.0,1260.0,5.0
บางกะปิ,15000000,2014.0,28.0,2,2,85.0,230.0,7.0
ทุ่งมหาเมฆ,46000000,2012.0,8.0,2,2,134.33,680.0,4.0
จอมพล,4800000,2021.0,19.0,1,1,30.0,180.0,10.0
ห้วยขวาง,4450000,2018.0,29.0,1,1,29.0,20.0,7.0
จอมพล,4300000,2020.0,33.0,1,1,28.0,100.0,10.0
สวนหลวง,2500000,1997.0,6.0,1,1,56.0,2120.0,10.0
ทองหล่อ,3700000,2018.0,8.0,1,1,35.0,800.0,10.0
วงศ์สว่าง,4250000,2015.0,22.0,2,2,50.0,260.0,6.0
ลาซาล,2600000,2019.0,6.0,1,1,25.79,490.0,10.0
กรุงธนบุรี,3490000,2010.0,16.0,1,1,30.0,110.0,5.0
พร้อมพงษ์,16900000,2009.0,12.0,3,3,126.71,750.0,10.0
มักกะสัน,3600000,2007.0,19.0,1,1,59.0,650.0,5.0
วัดพระยาไกร,22000000,2017.0,8.0,2,2,120.0,1000.0,5.0
สุขุมวิท,6180000,2020.0,1.0,1,1,34.0,320.0,6.0
ลาดยาว,3700000,2019.0,8.0,1,1,28.34,90.0,10.0
ลาดพร้าว,2890000,2017.0,6.0,1,1,30.0,2280.0,7.0
บางจาก,12000000,2017.0,7.0,3,4,125.0,620.0,7.0
พร้อมพงษ์,34000000,2018.0,17.0,1,1,107.61,370.0,7.0
ทองหล่อ,13500000,2009.0,20.0,2,2,68.0,260.0,8.0
ลาซาล,2250000,2016.0,11.0,1,1,21.0,340.0,6.0
สุขุมวิท,5500000,2013.0,6.0,1,1,35.31,1270.0,5.0
บางจาก,12000000,2017.0,7.0,3,4,125.0,620.0,7.0
จอมพล,2390000,2018.0,4.0,1,1,27.0,540.0,7.0
จอมพล,2700000,2019.0,12.0,1,1,24.38,750.0,10.0
จอมพล,9888000,2014.0,11.0,2,1,62.25,100.0,5.0
ห้วยขวาง,3590000,2021.0,8.0,1,1,28.0,120.0,7.0
บางลำภูล่าง,2800000,2009.0,21.0,1,1,39.0,1170.0,10.0
สีลม,49000000,2016.0,8.0,2,2,126.0,130.0,7.0
สวนหลวง,2890000,2013.0,22.0,1,1,35.0,490.0,6.0
อโศก,29000000,2018.0,47.0,2,2,75.0,520.0,10.0
ทองหล่อ,4390000,2018.0,5.0,1,1,30.0,800.0,10.0
สุทธิสาร,2390000,2012.0,7.0,1,1,32.0,160.0,3.0
พระโขนงใต้,2400000,2014.0,15.0,1,1,38.0,520.0,6.0
สุขุมวิท,5500000,2017.0,2.0,1,1,35.0,510.0,7.0
ถนนจันทน์,3900000,1999.0,12.0,1,1,49.39,2110.0,8.0
เสนานิคม,3300000,2016.0,6.0,1,1,49.0,710.0,8.0
พร้อมพงษ์,5500000,2009.0,17.0,1,1,50.0,600.0,8.0
จอมพล,3750000,2017.0,3.0,1,1,40.77,610.0,8.0
ห้วยขวาง,2500000,2019.0,14.0,1,1,23.0,1010.0,10.0
บางกะปิ,4800000,2015.0,9.0,2,1,56.0,1150.0,8.0
มักกะสัน,6790000,2015.0,33.0,1,1,35.0,600.0,7.0
สุรศักดิ์,4900000,2013.0,30.0,1,1,34.0,220.0,7.0
เสนานิคม,2450000,2019.0,6.0,1,1,24.71,680.0,8.0
พร้อมพงษ์,13740000,2017.0,14.0,2,1,70.47,530.0,10.0
พร้อมพงษ์,42000000,2009.0,8.0,3,4,193.0,780.0,4.0
บางจาก,5600000,2018.0,23.0,1,1,34.0,180.0,8.0
อโศก,18900000,2018.0,20.0,2,2,86.0,360.0,8.0
มักกะสัน,8000000,2012.0,25.0,2,2,75.0,570.0,8.0
ห้วยขวาง,2750000,2014.0,2.0,1,1,46.0,900.0,5.0
ทองหล่อ,29500000,2014.0,3.0,2,2,121.8,970.0,6.0
พร้อมพงษ์,11500000,2014.0,10.0,2,2,63.0,530.0,9.0
สุขุมวิท,7150000,2020.0,7.0,1,1,40.55,430.0,8.0
บุคคโล,2790000,2015.0,16.0,1,1,30.0,470.0,10.0
ทองหล่อ,9300000,2018.0,5.0,2,2,63.0,800.0,10.0
พร้อมพงษ์,10000000,2014.0,23.0,2,2,55.0,650.0,10.0
ห้วยขวาง,3200000,2010.0,12.0,1,1,34.0,660.0,10.0
พร้อมพงษ์,14490000,2019.0,17.0,1,1,53.0,140.0,7.0
ราชปรารภ,5800000,2012.0,14.0,2,1,58.0,80.0,5.0
ห้วยขวาง,3100000,2019.0,21.0,1,1,23.25,1010.0,10.0
พระโขนงใต้,3800000,2014.0,28.0,1,1,38.0,520.0,6.0
ทองหล่อ,5000000,2017.0,13.0,1,1,24.0,350.0,10.0
พระโขนงเหนือ,3000000,2015.0,25.0,1,1,26.0,820.0,8.0
บางจาก,14500000,2017.0,7.0,3,4,125.0,620.0,7.0
ลุมพินี,11000000,2009.0,15.0,2,2,112.0,170.0,10.0
สวนหลวง,3250000,2016.0,18.0,1,1,31.36,720.0,6.0
ห้วยขวาง,27000000,2014.0,19.0,4,5,250.0,840.0,7.0
เตาปูน,3390000,2015.0,18.0,1,1,28.0,110.0,6.0
พร้อมพงษ์,6780000,2020.0,22.0,1,1,33.98,450.0,10.0
สามย่าน,15900000,2018.0,20.0,2,2,63.0,150.0,5.0
ทองหล่อ,4350000,2017.0,22.0,1,1,25.0,350.0,10.0
พระราม 9,4500000,2018.0,4.0,1,1,27.0,330.0,10.0
พร้อมพงษ์,17900000,2009.0,27.0,2,2,128.0,780.0,4.0
สีลม,60000000,2016.0,42.0,2,3,126.0,160.0,5.0
พระโขนงใต้,4480000,2018.0,2.0,1,1,35.0,730.0,8.0
พระราม 9,4500000,2018.0,4.0,1,1,27.0,330.0,10.0
สุขุมวิท,19500000,2004.0,29.0,2,2,110.0,400.0,7.0
พระโขนงเหนือ,3800000,2015.0,12.0,1,1,30.0,820.0,8.0
ลาดยาว,3500000,2014.0,1.0,1,1,29.0,260.0,8.0
ถนนนราธิวาสราชนครินทร์,8500000,2019.0,41.0,1,1,44.0,870.0,9.0
ลุมพินี,9996000,2018.0,8.0,1,1,43.99,300.0,8.0
สวนหลวง,2500000,2022.0,16.0,1,1,23.8,340.0,7.0
บางลำภูล่าง,7700000,2014.0,18.0,1,1,75.0,950.0,5.0
เพชรรามา,5950000,2017.0,5.0,1,1,35.0,340.0,9.0
บางกะปิ,2300000,2015.0,12.0,1,1,30.65,1280.0,8.0
ห้วยขวาง,6500000,2018.0,27.0,1,1,35.5,20.0,7.0
พร้อมพงษ์,15000000,2010.0,17.0,2,2,90.0,500.0,4.0
สีลม,11500000,2013.0,10.0,2,2,66.0,430.0,4.0
แยกบางโพ,6290000,2015.0,9.0,1,1,45.85,150.0,7.0
พระโขนงเหนือ,3000000,2013.0,17.0,1,1,30.0,870.0,10.0
พระโขนงใต้,3200000,2014.0,12.0,1,1,32.0,520.0,6.0
แยกบางโพ,2200000,2014.0,21.0,1,1,22.77,480.0,6.0
บางบำหรุ,2000000,2011.0,15.0,1,1,28.07,1130.0,8.0
เสนานิคม,2500000,2019.0,5.0,1,1,30.0,680.0,7.0
สุขุมวิท,6480000,2020.0,14.0,1,1,33.93,290.0,6.0
ช่องนนทรี,22500000,2006.0,3.0,3,4,267.0,1230.0,9.0
จอมพล,3000000,2013.0,18.0,1,1,32.0,590.0,6.0
กรุงเทพกรีฑา,2400000,2009.0,2.0,1,1,46.0,680.0,6.0
พร้อมพงษ์,18600000,1993.0,12.0,3,3,164.0,540.0,5.0
ห้วยขวาง,2590000,2011.0,3.0,1,1,32.44,980.0,8.0
บางลำภูล่าง,75000000,1993.0,21.0,5,6,708.0,750.0,8.0
กล้วยน้ำไท,2300000,2011.0,11.0,1,1,46.9,780.0,6.0
พร้อมพงษ์,43000000,2009.0,8.0,3,3,193.0,780.0,4.0
ทองหล่อ,34200000,2019.0,23.0,2,3,125.0,1600.0,10.0
อโศก,10000000,2020.0,23.0,1,1,35.0,60.0,8.0
พระราม 4,5590000,2022.0,16.0,1,1,44.0,300.0,7.0
ลาดยาว,2500000,2016.0,5.0,1,1,30.0,1590.0,9.0
สุขุมวิท,23990000,2004.0,18.0,2,2,109.0,400.0,7.0
สุขุมวิท,6600000,2020.0,17.0,1,1,33.93,290.0,6.0
พร้อมพงษ์,18500000,1996.0,25.0,3,3,223.0,160.0,6.0
หัวหมาก,2400000,2014.0,23.0,1,1,30.5,770.0,7.0
สามย่าน,6000000,2018.0,6.0,1,1,25.0,150.0,5.0
สุขุมวิท,3800000,2010.0,4.0,1,1,45.0,360.0,6.0
พระโขนงเหนือ,3590000,2015.0,15.0,1,1,30.0,820.0,8.0
สีลม,64000000,2016.0,42.0,2,2,126.0,160.0,5.0
พร้อมพงษ์,9300000,2013.0,23.0,1,1,54.0,190.0,7.0
จอมพล,3490000,2019.0,5.0,1,1,30.0,390.0,7.0
พร้อมพงษ์,20280000,2019.0,20.0,2,2,74.95,100.0,10.0
วัดพระยาไกร,37500000,2016.0,27.0,3,3,120.0,1640.0,10.0
ดินแดง,2200000,2011.0,5.0,1,1,28.0,630.0,7.0
บางจาก,4990000,2018.0,10.0,1,1,35.0,180.0,8.0
ทองหล่อ,30000000,2019.0,23.0,2,2,125.0,1600.0,10.0
สุขุมวิท,3370000,2013.0,3.0,1,1,35.0,1270.0,5.0
วงเวียนใหญ่,2950000,2012.0,18.0,1,1,28.0,200.0,4.0
สวนหลวง,2850000,2013.0,24.0,1,1,35.0,490.0,6.0
ทองหล่อ,5750000,2013.0,5.0,1,1,43.0,890.0,5.0
ทุ่งวัดดอน,2950000,2012.0,9.0,2,2,80.0,1330.0,7.0
ประชาชื่น,2460000,2013.0,26.0,1,1,30.0,2440.0,7.0
ลาดยาว,3190000,2014.0,2.0,1,1,29.0,260.0,8.0
ห้วยขวาง,3490000,2019.0,13.0,1,1,30.0,1010.0,10.0
จอมพล,5450000,2020.0,35.0,1,1,35.8,100.0,10.0
สวนหลวง,2300000,2019.0,20.0,1,1,26.0,260.0,9.0
ทุ่งมหาเมฆ,12640421,2015.0,8.0,2,2,69.13,1780.0,7.0
สุขุมวิท,2750000,2010.0,4.0,1,1,35.0,260.0,4.0
สะพานตากสิน,9900000,2012.0,9.0,1,1,69.0,510.0,6.0
บางจาก,3800000,2020.0,12.0,1,1,27.0,180.0,10.0
บางจากภาษีเจริญ,3200000,2014.0,22.0,1,1,22.0,210.0,8.0
อโศก,7410000,2013.0,19.0,1,1,53.0,570.0,5.0
พร้อมพงษ์,28000000,1995.0,15.0,3,3,265.0,1300.0,6.0
ทองหล่อ,19900000,2012.0,8.0,2,2,89.5,520.0,5.0
พร้อมพงษ์,11500000,2012.0,20.0,1,1,52.0,400.0,7.0
บางนาเหนือ,2690000,2017.0,8.0,1,1,26.0,540.0,15.0
พระราม 4,6990000,2021.0,24.0,2,1,49.0,1010.0,6.0
ดินแดง,2400000,2011.0,1.0,1,1,29.7,630.0,7.0
ชิดลม,9800000,2017.0,6.0,1,1,33.5,310.0,5.0
พระโขนงใต้,2740000,2019.0,5.0,1,1,25.6,950.0,8.0
จอมพล,4250000,2015.0,23.0,1,1,32.0,450.0,7.0
บางจากภาษีเจริญ,3200000,2009.0,9.0,1,1,34.5,430.0,7.0
อโศก,11600000,1995.0,15.0,2,2,100.0,120.0,5.0
พระโขนงใต้,4500000,2017.0,16.0,1,1,33.0,530.0,5.0
เพลินจิต,60210000,2008.0,18.0,3,4,222.0,210.0,6.0
สามย่าน,13900000,2018.0,38.0,2,2,57.72,150.0,5.0
จอมพล,6150000,2021.0,43.0,1,1,35.0,180.0,10.0
ดินแดง,3000000,2010.0,1.0,1,1,48.0,550.0,4.0
พระโขนงเหนือ,2990000,2013.0,19.0,1,1,30.0,870.0,10.0
สุรศักดิ์,9500000,2016.0,18.0,1,1,45.0,90.0,5.0
มักกะสัน,18900000,2015.0,46.0,2,2,78.0,560.0,10.0
บางจากภาษีเจริญ,5650000,2014.0,24.0,1,1,42.5,210.0,8.0
สุขุมวิท,16500000,2016.0,6.0,2,2,78.0,220.0,8.0
วงศ์สว่าง,3190000,2018.0,23.0,1,1,32.07,130.0,10.0
ทุ่งมหาเมฆ,7500000,2009.0,20.0,1,1,68.0,740.0,10.0
ดินแดง,2150000,2010.0,12.0,1,1,35.0,550.0,4.0
พระโขนงใต้,6200000,2013.0,14.0,1,1,46.0,200.0,7.0
สุขุมวิท,8800000,1992.0,4.0,2,2,120.0,550.0,6.0
ห้วยขวาง,4400000,2015.0,6.0,1,1,27.0,260.0,9.0
บางลำภูล่าง,22900000,2016.0,47.0,3,3,146.0,1170.0,10.0
สีลม,27000000,2010.0,13.0,2,2,101.3,420.0,7.0
เสนานิคม,3200000,2016.0,6.0,1,1,49.0,710.0,8.0
พญาไท,8500000,2010.0,10.0,1,1,54.0,300.0,8.0
สุขุมวิท,3600000,2010.0,4.0,1,1,35.0,260.0,4.0
สุขุมวิท,40780000,2020.0,30.0,4,4,152.24,290.0,6.0
พระราม 9,5300000,2017.0,21.0,1,1,35.0,450.0,8.0
ลาดยาว,4850000,2009.0,23.0,1,1,55.0,440.0,5.0
ลาดยาว,2890000,2014.0,11.0,1,1,26.0,510.0,5.0
ลาซาล,3600000,2019.0,3.0,2,1,34.47,490.0,10.0
รัชโยธิน,2800000,2011.0,8.0,1,1,28.0,160.0,10.0
ลาซาล,2790000,2012.0,17.0,2,2,52.0,2190.0,8.0
ลาดยาว,5400000,2013.0,24.0,2,1,78.88,880.0,7.0
จอมพล,4890000,2017.0,30.0,1,1,30.0,880.0,10.0
เอกมัย,7900000,2011.0,20.0,1,1,45.0,260.0,10.0
เพลินจิต,14000000,2017.0,22.0,1,1,49.31,120.0,10.0
เพลินจิต,6990000,2020.0,19.0,1,1,35.0,540.0,6.0
นานา,29000000,2007.0,14.0,3,4,232.0,660.0,6.0
ประดิพัทธ์,5590000,2013.0,13.0,1,1,45.0,290.0,7.0
วัดพระยาไกร,44000000,2017.0,18.0,4,4,251.45,1000.0,5.0
วัดพระยาไกร,44000000,2017.0,18.0,4,4,251.45,1000.0,5.0
ห้วยขวาง,3900000,2012.0,12.0,2,2,48.0,490.0,7.0
ลุมพินี,40000000,2021.0,15.0,2,2,96.0,350.0,10.0
ราชดําริ,50000000,2014.0,27.0,2,2,118.0,420.0,7.0
บางจาก,4300000,2018.0,7.0,1,1,31.0,180.0,8.0
สุขุมวิท,7650000,2016.0,18.0,1,1,45.0,220.0,8.0
สุขุมวิท,9500000,2019.0,1.0,2,1,44.75,1290.0,7.0
ดินแดง,2100000,2012.0,2.0,1,1,30.0,1180.0,5.0
จอมพล,6200000,2017.0,5.0,2,2,63.8,610.0,8.0
จอมพล,5480000,2014.0,22.0,1,1,39.78,100.0,5.0
ชิดลม,73000000,2010.0,18.0,3,4,258.0,450.0,10.0
สุขุมวิท,15400000,2018.0,17.0,2,2,62.0,440.0,7.0
ลาดยาว,2500000,2014.0,4.0,1,1,23.0,260.0,8.0
ห้วยขวาง,7200000,2015.0,38.0,1,1,38.6,260.0,9.0
พญาไท,5700000,2018.0,16.0,1,1,28.42,190.0,6.0
บางกะปิ,7000000,2015.0,14.0,2,2,99.0,1410.0,4.0
ทองหล่อ,9900000,2014.0,10.0,1,1,43.31,680.0,5.0
สุรวงศ์,25000000,2016.0,24.0,2,2,86.0,400.0,10.0
ประดิพัทธ์,7500000,2019.0,36.0,1,1,40.0,530.0,10.0
คลองเตย,3630000,2013.0,12.0,1,1,30.0,410.0,6.0
สุรวงศ์,25000000,2016.0,24.0,2,2,86.0,400.0,10.0
พญาไท,8190000,2015.0,14.0,1,1,61.0,380.0,7.0
พร้อมพงษ์,12650000,2012.0,4.0,2,2,99.0,670.0,7.0
บางจาก,5190000,2018.0,10.0,1,1,35.0,180.0,8.0
ชิดลม,15080000,2009.0,18.0,2,2,80.0,510.0,6.0
บางกะปิ,2250000,2019.0,18.0,1,1,30.0,1780.0,10.0
ประดิพัทธ์,4000000,2012.0,7.0,1,1,36.5,720.0,7.0
จอมพล,2980000,2017.0,8.0,1,1,24.0,880.0,10.0
ประดิพัทธ์,6490000,2019.0,36.0,1,1,33.5,530.0,10.0
สุขุมวิท,10500000,2016.0,14.0,2,2,61.0,370.0,7.0
จอมพล,10600000,2020.0,10.0,2,2,75.0,100.0,10.0
ทองหล่อ,6000000,2010.0,10.0,1,1,43.0,1550.0,8.0
จันทรเกษม,2874522,2021.0,7.0,1,1,24.5,980.0,7.0
พร้อมพงษ์,21630000,2015.0,9.0,2,2,81.0,240.0,4.0
คลองสาน,16000000,1994.0,13.0,2,2,137.0,1000.0,9.0
มักกะสัน,11900000,2013.0,7.0,1,2,80.0,260.0,10.0
ดินแดง,3800000,2020.0,5.0,1,1,35.0,930.0,10.0
มักกะสัน,13500000,2015.0,14.0,1,1,64.0,600.0,7.0
สุรศักดิ์,25000000,2016.0,18.0,3,4,85.0,90.0,5.0
จอมพล,4700000,2017.0,8.0,1,1,28.0,770.0,10.0
เพลินจิต,11500000,2017.0,26.0,1,1,46.7,120.0,10.0
บางจาก,3800000,2020.0,28.0,1,1,28.0,180.0,10.0
วงศ์สว่าง,5490000,2018.0,14.0,2,1,49.09,130.0,10.0
พระราม 4,2000000,2012.0,11.0,1,1,29.0,820.0,10.0
สุขุมวิท,9660000,2013.0,20.0,2,2,80.71,380.0,9.0
พร้อมพงษ์,33000000,2018.0,17.0,2,2,107.61,370.0,7.0
ยานนาวา,4670000,2015.0,15.0,1,1,35.0,330.0,9.0
หัวหมาก,2300000,2014.0,5.0,1,1,29.91,820.0,7.0
บางจาก,2000000,2019.0,8.0,1,1,29.0,980.0,5.0
พระราม 9,4850000,2017.0,29.0,1,1,27.72,380.0,10.0
พร้อมพงษ์,5950000,2018.0,22.0,1,1,29.0,660.0,9.0
บางกะปิ,6160000,2015.0,33.0,2,1,72.0,1210.0,8.0
พร้อมพงษ์,9800000,2013.0,5.0,2,1,67.0,300.0,5.0
พร้อมพงษ์,16600000,2013.0,30.0,2,2,63.0,200.0,6.0
บางจากภาษีเจริญ,3950000,2014.0,9.0,1,1,30.0,210.0,8.0
ลุมพินี,26000000,2008.0,8.0,6,3,200.0,940.0,4.0
สามเสนนอก,1800000,2006.0,4.0,1,1,30.23,1350.0,10.0
ดินแดง,2200000,2013.0,22.0,1,1,27.0,1110.0,7.0
เสนานิคม,2900000,2019.0,1.0,1,1,34.9,680.0,7.0
บ้านครัว,7300000,2015.0,2.0,1,1,39.0,340.0,5.0
พระราม 9,6950000,2016.0,11.0,2,2,41.5,380.0,10.0
จอมพล,5990000,2018.0,22.0,1,1,35.0,460.0,10.0
สุขุมวิท,5500000,2013.0,6.0,1,1,35.31,1270.0,5.0
เอกมัย,13800000,2020.0,16.0,2,2,58.98,560.0,9.0
